code_bassin;demandeurs_emploi;secteur_libelle
2418;186;Commerce -  réparation d'automobiles et de motocycles
2418;143;Construction
2418;113;Santé humaine et action sociale
2418;112;Industrie manufacturière
2418;78;Activités de services administratifs et de soutien
2418;57;Activités spécialisées, scientifiques et techniques
2418;56;Agriculture, sylviculture et pêche
2418;43;Administration publique
2418;33;Autres activités de services
2418;30;Activités financières et d'assurance
2418;20;Transports et entreposage
2418;11;Activités immobilières
2418;9;Arts, spectacles et activités récréatives
2418;3;Enseignement
2418;2;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2418;1;Information et communication
2417;236;Industrie manufacturière
2417;226;Commerce -  réparation d'automobiles et de motocycles
2417;144;Construction
2417;135;Santé humaine et action sociale
2417;97;Hébergement et restauration
2417;83;Activités spécialisées, scientifiques et techniques
2417;70;Administration publique
2417;48;Transports et entreposage
2417;40;Activités de services administratifs et de soutien
2417;29;Autres activités de services
2417;24;Activités financières et d'assurance
2417;17;Information et communication
2417;14;Agriculture, sylviculture et pêche
2417;14;Arts, spectacles et activités récréatives
2417;9;Activités immobilières
2417;9;Enseignement
2417;2;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2416;611;Commerce -  réparation d'automobiles et de motocycles
2416;589;Activités de services administratifs et de soutien
2416;579;Hébergement et restauration
2416;426;Industrie manufacturière
2416;370;Santé humaine et action sociale
2416;301;Construction
2416;216;Activités spécialisées, scientifiques et techniques
2416;201;Administration publique
2416;181;Transports et entreposage
2416;120;Activités financières et d'assurance
2416;113;Autres activités de services
2416;99;Enseignement
2416;96;Arts, spectacles et activités récréatives
2416;48;Activités immobilières
2416;40;Agriculture, sylviculture et pêche
2416;32;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
2416;25;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2416;21;Information et communication
2415;2209;Commerce -  réparation d'automobiles et de motocycles
2415;1826;Hébergement et restauration
2415;1084;Santé humaine et action sociale
2415;1000;Activités de services administratifs et de soutien
2415;947;Activités spécialisées, scientifiques et techniques
2415;907;Construction
2415;750;Industrie manufacturière
2415;680;Transports et entreposage
2415;359;Enseignement
2415;352;Autres activités de services
2415;336;Activités financières et d'assurance
2415;329;Information et communication
2415;228;Administration publique
2415;180;Arts, spectacles et activités récréatives
2415;136;Activités immobilières
2415;85;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
2415;85;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2415;46;Agriculture, sylviculture et pêche
2415;2;Industries extractives
2414;190;Commerce -  réparation d'automobiles et de motocycles
2414;118;Activités de services administratifs et de soutien
2414;106;Construction
2414;90;Industrie manufacturière
2414;70;Santé humaine et action sociale
2414;57;Hébergement et restauration
2414;27;Activités spécialisées, scientifiques et techniques
2414;23;Administration publique
2414;20;Transports et entreposage
2414;16;Agriculture, sylviculture et pêche
2414;7;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2414;7;Autres activités de services
2414;5;Enseignement
2414;4;Activités financières et d'assurance
2414;4;Arts, spectacles et activités récréatives
2414;4;Activités immobilières
2414;1;Information et communication
2414;1;Industries extractives
2413;171;Commerce -  réparation d'automobiles et de motocycles
2413;115;Industrie manufacturière
2413;110;Hébergement et restauration
2413;96;Construction
2413;73;Santé humaine et action sociale
2413;58;Activités spécialisées, scientifiques et techniques
2413;55;Agriculture, sylviculture et pêche
2413;46;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
2413;41;Transports et entreposage
2413;39;Administration publique
2413;37;Activités de services administratifs et de soutien
2413;30;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2413;27;Autres activités de services
2413;19;Activités financières et d'assurance
2413;16;Arts, spectacles et activités récréatives
2413;11;Enseignement
2413;3;Activités immobilières
2413;1;Information et communication
2412;191;Industrie manufacturière
2412;169;Commerce -  réparation d'automobiles et de motocycles
2412;147;Santé humaine et action sociale
2412;147;Hébergement et restauration
2412;134;Activités de services administratifs et de soutien
2412;94;Construction
2412;62;Transports et entreposage
2412;52;Activités spécialisées, scientifiques et techniques
2412;37;Administration publique
2412;23;Arts, spectacles et activités récréatives
2412;18;Agriculture, sylviculture et pêche
2412;12;Autres activités de services
2412;10;Enseignement
2412;8;Activités immobilières
2412;5;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2412;4;Information et communication
2412;4;Activités financières et d'assurance
2411;140;Industrie manufacturière
2411;58;Commerce -  réparation d'automobiles et de motocycles
2411;57;Activités de services administratifs et de soutien
2411;42;Transports et entreposage
2411;39;Hébergement et restauration
2411;31;Santé humaine et action sociale
2411;21;Construction
2411;14;Activités spécialisées, scientifiques et techniques
2411;13;Agriculture, sylviculture et pêche
2411;7;Administration publique
2411;5;Autres activités de services
2411;3;Enseignement
2411;3;Arts, spectacles et activités récréatives
2411;3;Activités financières et d'assurance
2411;2;Information et communication
2411;1;Activités immobilières
2410;410;Commerce -  réparation d'automobiles et de motocycles
2410;339;Industrie manufacturière
2410;320;Santé humaine et action sociale
2410;303;Hébergement et restauration
2410;156;Administration publique
2410;136;Activités de services administratifs et de soutien
2410;129;Construction
2410;101;Transports et entreposage
2410;71;Enseignement
2410;69;Activités spécialisées, scientifiques et techniques
2410;65;Autres activités de services
2410;39;Activités financières et d'assurance
2410;31;Arts, spectacles et activités récréatives
2410;27;Information et communication
2410;23;Agriculture, sylviculture et pêche
2410;22;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2410;15;Activités immobilières
2410;5;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
2410;1;Industries extractives
2409;140;Commerce -  réparation d'automobiles et de motocycles
2409;128;Industrie manufacturière
2409;101;Construction
2409;74;Santé humaine et action sociale
2409;63;Transports et entreposage
2409;49;Hébergement et restauration
2409;40;Activités de services administratifs et de soutien
2409;30;Autres activités de services
2409;30;Activités spécialisées, scientifiques et techniques
2409;21;Activités financières et d'assurance
2409;20;Administration publique
2409;12;Agriculture, sylviculture et pêche
2409;9;Arts, spectacles et activités récréatives
2409;6;Information et communication
2409;5;Enseignement
2409;4;Activités immobilières
2409;3;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2409;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
2408;88;Industrie manufacturière
2408;82;Commerce -  réparation d'automobiles et de motocycles
2408;53;Santé humaine et action sociale
2408;52;Hébergement et restauration
2408;30;Activités spécialisées, scientifiques et techniques
2408;25;Activités de services administratifs et de soutien
2408;20;Agriculture, sylviculture et pêche
2408;19;Construction
2408;14;Transports et entreposage
2408;11;Administration publique
2408;10;Autres activités de services
2408;7;Information et communication
2408;6;Activités financières et d'assurance
2408;5;Arts, spectacles et activités récréatives
2408;5;Enseignement
2408;3;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2408;3;Activités immobilières
2408;1;Industries extractives
2407;139;Commerce -  réparation d'automobiles et de motocycles
2407;129;Industrie manufacturière
2407;105;Transports et entreposage
2407;99;Construction
2407;84;Santé humaine et action sociale
2407;81;Hébergement et restauration
2407;71;Enseignement
2407;40;Activités de services administratifs et de soutien
2407;22;Activités spécialisées, scientifiques et techniques
2407;17;Autres activités de services
2407;16;Administration publique
2407;15;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2407;11;Activités financières et d'assurance
2407;11;Arts, spectacles et activités récréatives
2407;6;Agriculture, sylviculture et pêche
2407;4;Activités immobilières
2407;2;Information et communication
2407;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
2406;490;Commerce -  réparation d'automobiles et de motocycles
2406;293;Industrie manufacturière
2406;282;Hébergement et restauration
2406;190;Construction
2406;185;Santé humaine et action sociale
2406;158;Activités de services administratifs et de soutien
2406;157;Transports et entreposage
2406;109;Administration publique
2406;108;Activités spécialisées, scientifiques et techniques
2406;46;Autres activités de services
2406;28;Enseignement
2406;28;Arts, spectacles et activités récréatives
2406;24;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2406;20;Activités financières et d'assurance
2406;20;Information et communication
2406;18;Activités immobilières
2406;14;Agriculture, sylviculture et pêche
2406;4;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
2405;803;Commerce -  réparation d'automobiles et de motocycles
2405;713;Industrie manufacturière
2405;623;Activités de services administratifs et de soutien
2405;533;Hébergement et restauration
2405;442;Santé humaine et action sociale
2405;301;Construction
2405;250;Transports et entreposage
2405;229;Activités spécialisées, scientifiques et techniques
2405;225;Administration publique
2405;183;Activités financières et d'assurance
2405;127;Autres activités de services
2405;87;Activités immobilières
2405;79;Enseignement
2405;59;Arts, spectacles et activités récréatives
2405;57;Information et communication
2405;41;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2405;9;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
2405;7;Agriculture, sylviculture et pêche
2405;4;Industries extractives
2404;85;Industrie manufacturière
2404;82;Commerce -  réparation d'automobiles et de motocycles
2404;47;Santé humaine et action sociale
2404;41;Administration publique
2404;38;Hébergement et restauration
2404;38;Construction
2404;24;Activités spécialisées, scientifiques et techniques
2404;14;Activités de services administratifs et de soutien
2404;10;Agriculture, sylviculture et pêche
2404;10;Arts, spectacles et activités récréatives
2404;6;Autres activités de services
2404;6;Transports et entreposage
2404;5;Activités financières et d'assurance
2404;5;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2404;3;Activités immobilières
2404;3;Information et communication
2404;2;Enseignement
2404;1;Industries extractives
2403;87;Industrie manufacturière
2403;70;Santé humaine et action sociale
2403;42;Agriculture, sylviculture et pêche
2403;41;Commerce -  réparation d'automobiles et de motocycles
2403;37;Transports et entreposage
2403;33;Hébergement et restauration
2403;32;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
2403;26;Construction
2403;24;Activités de services administratifs et de soutien
2403;22;Administration publique
2403;12;Activités spécialisées, scientifiques et techniques
2403;11;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2403;10;Autres activités de services
2403;10;Activités financières et d'assurance
2403;3;Activités immobilières
2403;1;Enseignement
2403;1;Industries extractives
2403;1;Arts, spectacles et activités récréatives
2402;96;Industrie manufacturière
2402;95;Santé humaine et action sociale
2402;94;Hébergement et restauration
2402;85;Commerce -  réparation d'automobiles et de motocycles
2402;69;Construction
2402;66;Transports et entreposage
2402;47;Autres activités de services
2402;29;Administration publique
2402;26;Activités de services administratifs et de soutien
2402;22;Arts, spectacles et activités récréatives
2402;16;Agriculture, sylviculture et pêche
2402;11;Information et communication
2402;10;Activités financières et d'assurance
2402;9;Activités spécialisées, scientifiques et techniques
2402;7;Enseignement
2402;4;Activités immobilières
2402;1;Industries extractives
2402;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
2401;587;Commerce -  réparation d'automobiles et de motocycles
2401;560;Industrie manufacturière
2401;533;Hébergement et restauration
2401;323;Activités de services administratifs et de soutien
2401;297;Santé humaine et action sociale
2401;240;Transports et entreposage
2401;233;Administration publique
2401;226;Construction
2401;182;Enseignement
2401;181;Activités spécialisées, scientifiques et techniques
2401;103;Autres activités de services
2401;76;Activités financières et d'assurance
2401;60;Information et communication
2401;57;Arts, spectacles et activités récréatives
2401;46;Activités immobilières
2401;26;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2401;24;Agriculture, sylviculture et pêche
2401;7;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
2401;2;Industries extractives
1195;2988;Commerce -  réparation d'automobiles et de motocycles
1195;2241;Hébergement et restauration
1195;2122;Transports et entreposage
1195;1999;Activités de services administratifs et de soutien
1195;1824;Construction
1195;1464;Santé humaine et action sociale
1195;1253;Industrie manufacturière
1195;889;Activités spécialisées, scientifiques et techniques
1195;697;Administration publique
1195;533;Enseignement
1195;511;Information et communication
1195;410;Autres activités de services
1195;175;Arts, spectacles et activités récréatives
1195;151;Activités financières et d'assurance
1195;130;Activités immobilières
1195;87;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1195;28;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1195;9;Agriculture, sylviculture et pêche
1195;4;Industries extractives
1194;4868;Construction
1194;3024;Commerce -  réparation d'automobiles et de motocycles
1194;2806;Transports et entreposage
1194;2755;Activités de services administratifs et de soutien
1194;2307;Hébergement et restauration
1194;1474;Santé humaine et action sociale
1194;844;Activités spécialisées, scientifiques et techniques
1194;767;Administration publique
1194;762;Industrie manufacturière
1194;494;Autres activités de services
1194;359;Information et communication
1194;272;Enseignement
1194;256;Activités financières et d'assurance
1194;233;Arts, spectacles et activités récréatives
1194;143;Activités immobilières
1194;105;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1194;17;Agriculture, sylviculture et pêche
1194;6;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1194;1;Industries extractives
1189;2044;Construction
1189;1814;Santé humaine et action sociale
1189;1713;Commerce -  réparation d'automobiles et de motocycles
1189;1703;Hébergement et restauration
1189;1522;Activités de services administratifs et de soutien
1189;1003;Transports et entreposage
1189;895;Activités spécialisées, scientifiques et techniques
1189;641;Information et communication
1189;616;Autres activités de services
1189;588;Industrie manufacturière
1189;478;Administration publique
1189;429;Activités financières et d'assurance
1189;371;Arts, spectacles et activités récréatives
1189;250;Enseignement
1189;211;Activités immobilières
1189;71;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1189;8;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1189;3;Agriculture, sylviculture et pêche
1187;5473;Commerce -  réparation d'automobiles et de motocycles
1187;4138;Activités de services administratifs et de soutien
1187;4097;Transports et entreposage
1187;3241;Hébergement et restauration
1187;2965;Construction
1187;2671;Activités spécialisées, scientifiques et techniques
1187;1873;Santé humaine et action sociale
1187;1300;Industrie manufacturière
1187;1001;Information et communication
1187;764;Administration publique
1187;587;Activités financières et d'assurance
1187;575;Autres activités de services
1187;531;Enseignement
1187;475;Arts, spectacles et activités récréatives
1187;253;Activités immobilières
1187;76;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1187;17;Agriculture, sylviculture et pêche
1187;8;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1187;5;Industries extractives
1178;5502;Construction
1178;2967;Activités de services administratifs et de soutien
1178;2835;Commerce -  réparation d'automobiles et de motocycles
1178;2066;Hébergement et restauration
1178;1698;Transports et entreposage
1178;1552;Santé humaine et action sociale
1178;1121;Enseignement
1178;1067;Activités spécialisées, scientifiques et techniques
1178;887;Information et communication
1178;801;Industrie manufacturière
1178;675;Administration publique
1178;575;Autres activités de services
1178;516;Activités financières et d'assurance
1178;348;Arts, spectacles et activités récréatives
1178;195;Activités immobilières
1178;64;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1178;43;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1178;39;Agriculture, sylviculture et pêche
1177;5993;Construction
1177;4068;Transports et entreposage
1177;2988;Commerce -  réparation d'automobiles et de motocycles
1177;2312;Activités de services administratifs et de soutien
1177;1774;Hébergement et restauration
1177;1389;Santé humaine et action sociale
1177;877;Activités spécialisées, scientifiques et techniques
1177;866;Industrie manufacturière
1177;504;Autres activités de services
1177;279;Arts, spectacles et activités récréatives
1177;279;Enseignement
1177;246;Information et communication
1177;242;Activités financières et d'assurance
1177;240;Administration publique
1177;159;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1177;129;Activités immobilières
1177;16;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1177;3;Agriculture, sylviculture et pêche
1177;1;Activités extra-territoriales
1176;4881;Construction
1176;3220;Commerce -  réparation d'automobiles et de motocycles
1176;3110;Transports et entreposage
1176;3072;Activités de services administratifs et de soutien
1176;2049;Hébergement et restauration
1176;1294;Santé humaine et action sociale
1176;1205;Industrie manufacturière
1176;1107;Activités spécialisées, scientifiques et techniques
1176;1069;Information et communication
1176;724;Activités financières et d'assurance
1176;440;Arts, spectacles et activités récréatives
1176;406;Enseignement
1176;388;Autres activités de services
1176;357;Administration publique
1176;213;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1176;173;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1176;148;Activités immobilières
1176;1;Agriculture, sylviculture et pêche
1166;11725;Activités spécialisées, scientifiques et techniques
1166;7412;Information et communication
1166;4948;Commerce -  réparation d'automobiles et de motocycles
1166;4781;Hébergement et restauration
1166;4627;Activités de services administratifs et de soutien
1166;4183;Activités financières et d'assurance
1166;2465;Santé humaine et action sociale
1166;2253;Construction
1166;1940;Industrie manufacturière
1166;1212;Enseignement
1166;1202;Transports et entreposage
1166;728;Autres activités de services
1166;691;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1166;605;Administration publique
1166;586;Activités immobilières
1166;326;Arts, spectacles et activités récréatives
1166;162;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1166;12;Agriculture, sylviculture et pêche
1166;9;Industries extractives
1166;1;Activités extra-territoriales
1165;7256;Information et communication
1165;6040;Activités spécialisées, scientifiques et techniques
1165;3521;Hébergement et restauration
1165;3456;Commerce -  réparation d'automobiles et de motocycles
1165;2160;Santé humaine et action sociale
1165;2101;Activités de services administratifs et de soutien
1165;1623;Activités financières et d'assurance
1165;1595;Industrie manufacturière
1165;1151;Construction
1165;966;Transports et entreposage
1165;879;Activités immobilières
1165;625;Autres activités de services
1165;559;Administration publique
1165;556;Enseignement
1165;399;Arts, spectacles et activités récréatives
1165;114;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1165;42;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1165;4;Industries extractives
1165;2;Activités extra-territoriales
1160;2275;Commerce -  réparation d'automobiles et de motocycles
1160;1576;Construction
1160;1508;Activités de services administratifs et de soutien
1160;1441;Activités spécialisées, scientifiques et techniques
1160;1366;Transports et entreposage
1160;1312;Hébergement et restauration
1160;1121;Santé humaine et action sociale
1160;1067;Industrie manufacturière
1160;1053;Information et communication
1160;325;Autres activités de services
1160;274;Enseignement
1160;223;Activités financières et d'assurance
1160;206;Activités immobilières
1160;113;Arts, spectacles et activités récréatives
1160;112;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1160;109;Administration publique
1160;47;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1160;7;Industries extractives
1160;2;Agriculture, sylviculture et pêche
1145;3860;Commerce -  réparation d'automobiles et de motocycles
1145;2484;Activités spécialisées, scientifiques et techniques
1145;2069;Construction
1145;2068;Hébergement et restauration
1145;1944;Activités de services administratifs et de soutien
1145;1739;Transports et entreposage
1145;1357;Industrie manufacturière
1145;1278;Santé humaine et action sociale
1145;646;Administration publique
1145;642;Information et communication
1145;607;Enseignement
1145;508;Autres activités de services
1145;315;Arts, spectacles et activités récréatives
1145;296;Activités financières et d'assurance
1145;157;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1145;120;Activités immobilières
1145;65;Agriculture, sylviculture et pêche
1145;49;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1145;5;Industries extractives
1144;2845;Construction
1144;2621;Commerce -  réparation d'automobiles et de motocycles
1144;2344;Activités de services administratifs et de soutien
1144;1915;Transports et entreposage
1144;1585;Santé humaine et action sociale
1144;1536;Hébergement et restauration
1144;937;Activités spécialisées, scientifiques et techniques
1144;924;Industrie manufacturière
1144;792;Administration publique
1144;456;Autres activités de services
1144;412;Enseignement
1144;293;Information et communication
1144;255;Activités financières et d'assurance
1144;204;Arts, spectacles et activités récréatives
1144;137;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1144;127;Activités immobilières
1144;2;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1144;1;Agriculture, sylviculture et pêche
1136;4214;Commerce -  réparation d'automobiles et de motocycles
1136;3265;Activités spécialisées, scientifiques et techniques
1136;3138;Hébergement et restauration
1136;2805;Activités de services administratifs et de soutien
1136;1861;Construction
1136;1804;Industrie manufacturière
1136;1639;Santé humaine et action sociale
1136;1152;Information et communication
1136;865;Transports et entreposage
1136;786;Administration publique
1136;629;Enseignement
1136;558;Activités financières et d'assurance
1136;522;Autres activités de services
1136;337;Arts, spectacles et activités récréatives
1136;198;Activités immobilières
1136;125;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1136;50;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1136;30;Agriculture, sylviculture et pêche
1135;2936;Commerce -  réparation d'automobiles et de motocycles
1135;2235;Hébergement et restauration
1135;1953;Construction
1135;1650;Santé humaine et action sociale
1135;1161;Industrie manufacturière
1135;1114;Activités de services administratifs et de soutien
1135;973;Activités spécialisées, scientifiques et techniques
1135;889;Administration publique
1135;639;Transports et entreposage
1135;563;Autres activités de services
1135;460;Information et communication
1135;436;Enseignement
1135;242;Arts, spectacles et activités récréatives
1135;234;Activités financières et d'assurance
1135;218;Activités immobilières
1135;139;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1135;60;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1135;16;Agriculture, sylviculture et pêche
1135;5;Industries extractives
1119;1401;Transports et entreposage
1119;948;Commerce -  réparation d'automobiles et de motocycles
1119;797;Hébergement et restauration
1119;761;Activités de services administratifs et de soutien
1119;396;Construction
1119;232;Administration publique
1119;153;Industrie manufacturière
1119;105;Santé humaine et action sociale
1119;87;Activités spécialisées, scientifiques et techniques
1119;84;Arts, spectacles et activités récréatives
1119;61;Activités financières et d'assurance
1119;48;Autres activités de services
1119;17;Activités immobilières
1119;17;Enseignement
1119;16;Information et communication
1119;11;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1119;3;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1119;2;Agriculture, sylviculture et pêche
1118;957;Commerce -  réparation d'automobiles et de motocycles
1118;723;Transports et entreposage
1118;707;Hébergement et restauration
1118;696;Activités de services administratifs et de soutien
1118;534;Construction
1118;391;Industrie manufacturière
1118;154;Santé humaine et action sociale
1118;154;Administration publique
1118;149;Activités spécialisées, scientifiques et techniques
1118;72;Arts, spectacles et activités récréatives
1118;49;Information et communication
1118;45;Activités immobilières
1118;40;Autres activités de services
1118;38;Activités financières et d'assurance
1118;33;Enseignement
1118;13;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1118;4;Industries extractives
1118;2;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1117;3820;Commerce -  réparation d'automobiles et de motocycles
1117;3101;Hébergement et restauration
1117;2539;Construction
1117;2101;Activités de services administratifs et de soutien
1117;1732;Transports et entreposage
1117;1467;Arts, spectacles et activités récréatives
1117;1043;Industrie manufacturière
1117;957;Santé humaine et action sociale
1117;934;Activités spécialisées, scientifiques et techniques
1117;426;Enseignement
1117;409;Administration publique
1117;371;Information et communication
1117;315;Autres activités de services
1117;274;Activités financières et d'assurance
1117;195;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1117;123;Activités immobilières
1117;29;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1117;23;Agriculture, sylviculture et pêche
1116;191;Commerce -  réparation d'automobiles et de motocycles
1116;180;Santé humaine et action sociale
1116;92;Construction
1116;84;Transports et entreposage
1116;83;Industrie manufacturière
1116;73;Hébergement et restauration
1116;40;Activités de services administratifs et de soutien
1116;40;Administration publique
1116;40;Activités spécialisées, scientifiques et techniques
1116;27;Activités immobilières
1116;26;Autres activités de services
1116;17;Enseignement
1116;13;Activités financières et d'assurance
1116;11;Information et communication
1116;11;Arts, spectacles et activités récréatives
1116;11;Agriculture, sylviculture et pêche
1116;4;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1116;1;Industries extractives
1115;562;Santé humaine et action sociale
1115;549;Commerce -  réparation d'automobiles et de motocycles
1115;547;Construction
1115;380;Hébergement et restauration
1115;279;Industrie manufacturière
1115;237;Transports et entreposage
1115;219;Administration publique
1115;216;Activités de services administratifs et de soutien
1115;116;Autres activités de services
1115;92;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1115;90;Activités spécialisées, scientifiques et techniques
1115;83;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1115;65;Enseignement
1115;58;Activités financières et d'assurance
1115;55;Activités immobilières
1115;49;Information et communication
1115;38;Arts, spectacles et activités récréatives
1115;2;Agriculture, sylviculture et pêche
1115;1;Industries extractives
1114;790;Commerce -  réparation d'automobiles et de motocycles
1114;593;Hébergement et restauration
1114;477;Santé humaine et action sociale
1114;392;Construction
1114;368;Activités de services administratifs et de soutien
1114;276;Industrie manufacturière
1114;188;Transports et entreposage
1114;171;Activités spécialisées, scientifiques et techniques
1114;125;Autres activités de services
1114;88;Enseignement
1114;84;Administration publique
1114;57;Arts, spectacles et activités récréatives
1114;48;Information et communication
1114;48;Activités immobilières
1114;46;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1114;33;Activités financières et d'assurance
1114;15;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1114;12;Agriculture, sylviculture et pêche
1114;11;Industries extractives
1113;770;Commerce -  réparation d'automobiles et de motocycles
1113;511;Hébergement et restauration
1113;448;Santé humaine et action sociale
1113;433;Construction
1113;397;Activités de services administratifs et de soutien
1113;275;Transports et entreposage
1113;209;Industrie manufacturière
1113;165;Activités spécialisées, scientifiques et techniques
1113;85;Autres activités de services
1113;67;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1113;66;Administration publique
1113;59;Enseignement
1113;43;Arts, spectacles et activités récréatives
1113;37;Activités financières et d'assurance
1113;25;Activités immobilières
1113;24;Information et communication
1113;8;Agriculture, sylviculture et pêche
1113;5;Industries extractives
1107;38959;Hébergement et restauration
1107;28277;Activités spécialisées, scientifiques et techniques
1107;23365;Commerce -  réparation d'automobiles et de motocycles
1107;20939;Information et communication
1107;17594;Activités de services administratifs et de soutien
1107;11140;Santé humaine et action sociale
1107;9715;Activités financières et d'assurance
1107;9289;Transports et entreposage
1107;7862;Construction
1107;7036;Autres activités de services
1107;5945;Industrie manufacturière
1107;5154;Enseignement
1107;3557;Arts, spectacles et activités récréatives
1107;3282;Activités immobilières
1107;2769;Administration publique
1107;386;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
1107;171;Activités extra-territoriales
1107;118;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
1107;44;Agriculture, sylviculture et pêche
1107;23;Industries extractives
601;550;Construction
601;438;Santé humaine et action sociale
601;353;Commerce -  réparation d'automobiles et de motocycles
601;217;Activités de services administratifs et de soutien
601;190;Administration publique
601;172;Enseignement
601;169;Autres activités de services
601;129;Transports et entreposage
601;112;Activités spécialisées, scientifiques et techniques
601;111;Hébergement et restauration
601;100;Industrie manufacturière
601;38;Arts, spectacles et activités récréatives
601;34;Agriculture, sylviculture et pêche
601;24;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
601;19;Activités financières et d'assurance
601;18;Information et communication
601;12;Activités immobilières
601;10;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
601;8;Industries extractives
501;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
501;1;Construction
404;1124;Santé humaine et action sociale
404;848;Commerce -  réparation d'automobiles et de motocycles
404;738;Hébergement et restauration
404;630;Activités de services administratifs et de soutien
404;519;Construction
404;435;Activités spécialisées, scientifiques et techniques
404;370;Autres activités de services
404;368;Industrie manufacturière
404;299;Transports et entreposage
404;286;Enseignement
404;203;Administration publique
404;158;Arts, spectacles et activités récréatives
404;124;Activités financières et d'assurance
404;109;Information et communication
404;62;Activités immobilières
404;61;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
404;13;Agriculture, sylviculture et pêche
404;11;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
403;403;Construction
403;345;Santé humaine et action sociale
403;340;Commerce -  réparation d'automobiles et de motocycles
403;276;Autres activités de services
403;173;Hébergement et restauration
