Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3500;2021;Agglomération de Rennes;Périphérie;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;146;;
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;;;;8,1;8,9;9,9;11,1;12,4;9,7;400;455;524;600;680;536;55;4192;22095;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;;;Appart 1P;10,8;12,2;14,4;17;19;14,1;305;340;370;409;450;376;27;246;1974;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;;;Appart 2P;8,9;9,8;10,7;11,5;12,3;10,6;409;436;468;500;528;468;44;1821;9027;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;;;Appart 3P;8;8,5;9,2;9,9;10,4;9,1;510;550;590;625;671;588;64;1767;8361;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;;;Appart 4P+;6,6;7,7;8,7;9,4;9,8;8,4;580;610;720;800;836;717;85;358;2733;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;;1. Moins de 1 an;;8,3;9,2;10,2;11,5;13,2;10;400;455;514;600;680;535;53;1614;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;;1. Moins de 1 an;Appart 1P;11,8;12,7;14,5;17,1;21;14,8;320;340;375;420;450;381;26;105;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;;1. Moins de 1 an;Appart 2P;8,9;10,1;10,9;12;12,4;10,8;411;449;480;500;532;477;44;721;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;;1. Moins de 1 an;Appart 3P;8,1;8,8;9,4;10;10,5;9,3;510;560;600;640;677;598;64;660;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;;1. Moins de 1 an;Appart 4P+;7,4;8,2;9;9,5;10,7;8,7;600;670;770;820;840;749;86;128;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;;2. 1 an et plus;;;;;;;;;;;;;;;2578;;
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;;2. 1 an et plus;Appart 1P;10,5;12,2;13,6;15,3;18,5;13,4;305;328;370;398;450;372;28;141;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;;2. 1 an et plus;Appart 2P;9;9,7;10,4;11,5;12,3;10,5;405;430;460;488;528;460;44;1100;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;;2. 1 an et plus;Appart 3P;8;8,5;9,1;9,8;10,4;9,1;511;550;580;617;669;582;64;1107;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;;2. 1 an et plus;Appart 4P+;6,5;7,5;8,5;9,3;9,5;8,3;580;609;700;765;836;702;85;230;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;1. Avant 1946;;;7;8,1;10;12;14,4;9,3;400;432;480;590;610;509;55;109;1559;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;1. Avant 1946;;Appart 1P;;;;;;;;;;;;;;22;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;1. Avant 1946;;Appart 2P;;;;;;;;;;;;;;40;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;1. Avant 1946;;Appart 3P;;;;;;;;;;;;;;33;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;1. Avant 1946;;Appart 4P+;;;;;;;;;;;;;;14;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;42;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;67;;
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;2. Entre 1946-1970;;;7,9;8,1;9,6;11,1;14,5;9,2;320;394;500;580;680;494;54;117;1983;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 1P;;;;;;;;;;;;;;22;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 2P;;;;;;;;;;;;;;49;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 3P;;;;;;;;;;;;;;38;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 4P+;;;;;;;;;;;;;;8;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;36;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;81;;
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;3. Entre 1971-1990;;;7,7;8,8;11;12,6;14,7;10;340;450;503;580;651;518;52;146;3142;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 1P;;;;;;;;;;;;;;15;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 2P;7,7;9,8;11,1;12,1;13,7;10,6;410;450;460;499;520;468;44;71;1362;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 3P;;;;;;;;;;;;;;43;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 4P+;;;;;;;;;;;;;;17;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;47;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;99;;
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;4. Entre 1991-2005;;;8,2;8,9;10;10,9;13,5;9,7;370;430;500;600;680;517;53;582;6110;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 1P;10,6;12,2;15,3;17,1;18,1;14,1;305;340;362;390;450;368;26;96;648;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 2P;8,7;9,5;10,3;11,5;12,2;10,3;400;427;450;490;528;461;45;244;2585;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 3P;7,8;8,2;9,3;9,7;10;8,9;510;550;575;600;650;578;65;196;2262;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;46;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;8,2;9,5;10,4;12,2;15,3;10,3;360;425;510;600;655;522;51;208;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;374;;
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;5. Après 2005;;;8,4;9;9,8;10,9;12;9,8;437;480;547;620;690;556;57;3238;9301;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;5. Après 2005;;Appart 1P;10,8;11,4;11,8;12,8;14,4;12;336;370;404;450;450;403;33;91;564;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;5. Après 2005;;Appart 2P;9,1;10;10,7;11,5;12,3;10,7;415;448;480;506;543;476;45;1417;3761;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;5. Après 2005;;Appart 3P;8,3;8,8;9,2;9,9;10,4;9,3;527;563;596;640;671;600;64;1457;4048;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;5. Après 2005;;Appart 4P+;8;8,4;9;9,4;9,8;8,9;640;685;750;820;864;753;85;273;928;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;5. Après 2005;1. Moins de 1 an;;8,5;9,1;10,1;11,1;12;9,9;435;479;531;620;690;554;56;1281;;Estimation directe
B3500;2021;Agglomération de Rennes;Périphérie;Appartement;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;1957;;
B3500;2021;Agglomération de Vitré;;;;;;5;6;7,3;8,6;9,7;6,8;355;419;522;631;750;536;79;1216;6649;Estimation directe
B3500;2021;Agglomération de Vitré;;;;;Maison 1-3P;5,7;6,6;8,4;9,5;10;7,7;380;390;520;550;590;492;64;111;1078;Estimation directe
B3500;2021;Agglomération de Vitré;;;;;Ensemble 4P+;4,7;5,4;6,4;7,3;8;6,2;475;549;634;736;790;636;103;430;3148;Estimation directe
B3500;2021;Agglomération de Vitré;;;;;Maison 4P+;4,5;5,2;6,4;7,3;8;6,1;488;567;650;750;790;649;106;341;2774;Estimation directe
B3500;2021;Agglomération de Vitré;;;;;Appart 1P;8,5;10,3;10,3;11,4;12,4;10,2;257;288;320;360;410;326;32;98;223;Estimation directe
B3500;2021;Agglomération de Vitré;;;;;Appart 2P;6,3;7,3;8,6;9,7;10,9;8,4;319;345;375;430;476;390;46;342;1237;Estimation directe
B3500;2021;Agglomération de Vitré;;;;;Appart 3P;5,8;6,6;7,7;8,2;8,8;7,5;419;443;493;542;590;496;66;235;963;Estimation directe
B3500;2021;Agglomération de Vitré;;;;;Appart 4P+;5,1;5,7;6,7;7,6;7,7;6,5;450;500;530;560;633;538;83;89;375;Estimation directe
B3500;2021;Agglomération de Vitré;;;;;Ensemble 1P;7,5;10,3;10,3;11,4;12,4;10;254;288;320;376;410;328;33;106;233;Estimation directe
B3500;2021;Agglomération de Vitré;;;;;Ensemble 2P;6,3;7,4;8,6;9,7;11,3;8,4;319;350;380;420;472;390;46;368;1472;Estimation directe
B3500;2021;Agglomération de Vitré;;;;;Ensemble 3P;5,7;6,6;7,7;8,6;9,5;7,5;420;452;520;557;599;512;68;312;1795;Estimation directe
B3500;2021;Agglomération de Vitré;;;;1. Moins de 1 an;;5,4;6,2;7,6;8,7;10,3;7,2;390;452;550;600;715;550;77;480;;Estimation directe
B3500;2021;Agglomération de Vitré;;;;1. Moins de 1 an;Ensemble 4P+;4,9;5,4;6,5;7,3;8,4;6,4;500;540;600;691;810;629;99;165;;Estimation directe
B3500;2021;Agglomération de Vitré;;;;1. Moins de 1 an;Ensemble 1P;;;;;;;;;;;;;;45;;Estimation directe
B3500;2021;Agglomération de Vitré;;;;1. Moins de 1 an;Ensemble 2P;7,4;7,8;9,2;10,5;11,7;9,1;335;390;420;470;511;430;47;156;;Estimation directe
B3500;2021;Agglomération de Vitré;;;;1. Moins de 1 an;Ensemble 3P;5,7;7,3;8,4;8,7;9,5;7,9;452;500;520;580;600;532;68;114;;Estimation directe
B3500;2021;Agglomération de Vitré;;;;2. 1 an et plus;;5;6;6,8;8,3;9,4;6,6;350;390;500;634;750;527;80;736;;Estimation directe
B3500;2021;Agglomération de Vitré;;;;2. 1 an et plus;Ensemble 4P+;;;;;;;;;;;;;;265;;
B3500;2021;Agglomération de Vitré;;;;2. 1 an et plus;Ensemble 1P;;;;;;;;;;;;;;61;;
B3500;2021;Agglomération de Vitré;;;;2. 1 an et plus;Ensemble 2P;;;;;;;;;;;;;;212;;
B3500;2021;Agglomération de Vitré;;;;2. 1 an et plus;Ensemble 3P;;;;;;;;;;;;;;198;;
B3500;2021;Agglomération de Vitré;;;1. Avant 1946;;;4,9;5,7;6,6;8,4;9,7;6,4;343;380;452;560;641;473;74;473;1327;Estimation directe
B3500;2021;Agglomération de Vitré;;;1. Avant 1946;;Ensemble 4P+;4,2;4,5;5,4;6;6,7;5,3;460;500;560;650;780;575;109;116;611;Estimation directe
B3500;2021;Agglomération de Vitré;;;1. Avant 1946;;Ensemble 1P;6,8;10,3;10,3;10,5;12,2;9,7;230;275;330;388;410;326;34;68;44;Estimation directe
B3500;2021;Agglomération de Vitré;;;1. Avant 1946;;Ensemble 2P;6,4;7,1;8,3;9;9,7;7,9;334;350;360;415;440;375;47;160;302;Estimation directe
B3500;2021;Agglomération de Vitré;;;1. Avant 1946;;Ensemble 3P;5,7;5,7;6,6;8,4;8,7;6,9;390;425;480;561;590;489;71;129;370;Estimation directe
B3500;2021;Agglomération de Vitré;;;1. Avant 1946;1. Moins de 1 an;;4,9;5,7;7;8,7;10,3;6,6;360;420;518;583;650;506;77;201;;Estimation directe
B3500;2021;Agglomération de Vitré;;;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;272;;
B3500;2021;Agglomération de Vitré;;;2. Entre 1946-1970;;;3,6;7,5;8,8;9,5;9,5;7,3;380;498;550;620;750;548;75;78;1018;Estimation directe
B3500;2021;Agglomération de Vitré;;;2. Entre 1946-1970;;Ensemble 4P+;;;;;;;;;;;;;;40;;Estimation directe
B3500;2021;Agglomération de Vitré;;;2. Entre 1946-1970;;Ensemble 1P;;;;;;;;;;;;;;3;;Estimation directe
B3500;2021;Agglomération de Vitré;;;2. Entre 1946-1970;;Ensemble 2P;;;;;;;;;;;;;;14;;Estimation directe
B3500;2021;Agglomération de Vitré;;;2. Entre 1946-1970;;Ensemble 3P;;;;;;;;;;;;;;21;;Estimation directe
B3500;2021;Agglomération de Vitré;;;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;22;;Estimation directe
B3500;2021;Agglomération de Vitré;;;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;56;;
B3500;2021;Agglomération de Vitré;;;3. Entre 1971-1990;;;4,8;6,2;7,2;8,7;10,3;6,8;380;470;580;656;700;557;82;168;1466;Estimation directe
B3500;2021;Agglomération de Vitré;;;3. Entre 1971-1990;;Ensemble 4P+;4,7;6;6,6;7,3;7,8;6,2;510;580;612;660;710;625;100;69;685;Estimation directe
B3500;2021;Agglomération de Vitré;;;3. Entre 1971-1990;;Ensemble 1P;;;;;;;;;;;;;;20;;Estimation directe
B3500;2021;Agglomération de Vitré;;;3. Entre 1971-1990;;Ensemble 2P;;;;;;;;;;;;;;41;;Estimation directe
B3500;2021;Agglomération de Vitré;;;3. Entre 1971-1990;;Ensemble 3P;;;;;;;;;;;;;;38;;Estimation directe
B3500;2021;Agglomération de Vitré;;;3. Entre 1971-1990;1. Moins de 1 an;;6;6;6,6;7,3;9,1;6,8;430;580;600;660;695;604;88;57;;Estimation directe
B3500;2021;Agglomération de Vitré;;;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;111;;
B3500;2021;Agglomération de Vitré;;;4. Entre 1991-2005;;;6;6,3;7,2;8,6;10,6;7,3;345;428;520;600;746;528;73;297;1600;Estimation directe
B3500;2021;Agglomération de Vitré;;;4. Entre 1991-2005;;Ensemble 4P+;5,1;6,1;6,4;7;7,9;6,5;411;522;567;730;750;605;93;105;759;Estimation directe
B3500;2021;Agglomération de Vitré;;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;13;;Estimation directe
B3500;2021;Agglomération de Vitré;;;4. Entre 1991-2005;;Ensemble 2P;6,3;6,3;8,7;10,3;11,5;8,4;319;345;401;471;500;404;48;111;342;Estimation directe
B3500;2021;Agglomération de Vitré;;;4. Entre 1991-2005;;Ensemble 3P;7,4;7,8;8;8,6;8,9;8,1;450;480;520;600;615;538;66;68;422;Estimation directe
B3500;2021;Agglomération de Vitré;;;4. Entre 1991-2005;1. Moins de 1 an;;6,3;7;7,9;9,5;11,1;7,9;419;500;530;660;742;566;72;117;;Estimation directe
B3500;2021;Agglomération de Vitré;;;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;180;;
B3500;2021;Agglomération de Vitré;;;5. Après 2005;;;5,6;6,6;7,3;8;9,2;7,1;450;535;634;777;820;649;92;200;1237;Estimation directe
B3500;2021;Agglomération de Vitré;;;5. Après 2005;;Ensemble 4P+;5;5,9;6,7;7,8;8,2;6,7;600;634;730;790;820;725;108;100;617;Estimation directe
B3500;2021;Agglomération de Vitré;;;5. Après 2005;;Ensemble 1P;;;;;;;;;;;;;;2;;Estimation directe
B3500;2021;Agglomération de Vitré;;;5. Après 2005;;Ensemble 2P;;;;;;;;;;;;;;42;;Estimation directe
B3500;2021;Agglomération de Vitré;;;5. Après 2005;;Ensemble 3P;7,3;7,6;7,9;8,3;9,3;8;440;493;530;557;570;519;65;56;331;Estimation directe
B3500;2021;Agglomération de Vitré;;;5. Après 2005;1. Moins de 1 an;;6,6;7,3;7,9;8,8;10;7,7;440;495;565;751;879;615;80;83;;Estimation directe
B3500;2021;Agglomération de Vitré;;;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;117;;
B3500;2021;Agglomération de Vitré;;Maison;;;;4,8;5,7;6,6;8;9;6,4;411;520;600;710;781;605;94;452;3851;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;;;Maison 1-3P;5,7;6,6;8,4;9,5;10;7,7;380;390;520;550;590;492;64;111;1078;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;;;Maison 4P+;4,5;5,2;6,4;7,3;8;6,1;488;567;650;750;790;649;106;341;2774;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;;1. Moins de 1 an;;5;5,7;6,7;8,4;9,5;6,7;452;520;590;660;785;605;90;173;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;43;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;;1. Moins de 1 an;Maison 4P+;4,9;5,4;6,5;7,3;8,4;6,3;518;580;650;706;813;647;103;130;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;;2. 1 an et plus;;;;;;;;;;;;;;;279;;
B3500;2021;Agglomération de Vitré;;Maison;;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;68;;
B3500;2021;Agglomération de Vitré;;Maison;;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;211;;
B3500;2021;Agglomération de Vitré;;Maison;1. Avant 1946;;;4,2;5;5,8;6,9;8,7;5,8;390;452;520;625;650;539;93;148;873;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;60;;
B3500;2021;Agglomération de Vitré;;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;88;;
B3500;2021;Agglomération de Vitré;;Maison;1. Avant 1946;1. Moins de 1 an;;4,4;5;5,7;8,4;8,7;6,1;390;452;549;600;650;551;90;58;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;90;;
B3500;2021;Agglomération de Vitré;;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;39;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;14;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;25;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;9;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;30;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;3. Entre 1971-1990;;;4,8;6;6,8;7,4;9,6;6,6;410;524;600;660;710;593;90;77;855;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;18;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;3. Entre 1971-1990;;Maison 4P+;;;;;;;;;;;;;;59;;
B3500;2021;Agglomération de Vitré;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;30;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;47;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;4. Entre 1991-2005;;;5,1;6,3;6,4;7,1;8,6;6,7;411;522;627;740;750;623;94;95;860;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;14;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;4. Entre 1991-2005;;Maison 4P+;;;;;;;;;;;;;;81;;
B3500;2021;Agglomération de Vitré;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;36;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;59;;
B3500;2021;Agglomération de Vitré;;Maison;5. Après 2005;;;5;6,2;6,7;7,8;8,4;6,8;600;650;730;790;820;730;108;93;662;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;5;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;5. Après 2005;;Maison 4P+;;;;;;;;;;;;;;88;;
B3500;2021;Agglomération de Vitré;;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;40;;Estimation directe
B3500;2021;Agglomération de Vitré;;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;53;;
B3500;2021;Agglomération de Vitré;;Appartement;;;;6;6,8;7,9;9,3;10,3;7,7;330;360;440;508;560;441;57;764;2798;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;;;Appart 1P;8,5;10,3;10,3;11,4;12,4;10,2;257;288;320;360;410;326;32;98;223;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;;;Appart 2P;6,3;7,3;8,6;9,7;10,9;8,4;319;345;375;430;476;390;46;342;1237;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;;;Appart 3P;5,8;6,6;7,7;8,2;8,8;7,5;419;443;493;542;590;496;66;235;963;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;;;Appart 4P+;5,1;5,7;6,7;7,6;7,7;6,5;450;500;530;560;633;538;83;89;375;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;;1. Moins de 1 an;;6,4;7,4;8,3;10;10,8;8,2;352;412;479;520;580;470;57;307;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;;1. Moins de 1 an;Appart 1P;;;;;;;;;;;;;;43;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;;1. Moins de 1 an;Appart 2P;7,4;7,6;9,3;10,5;11,5;9,1;349;390;420;468;505;425;47;148;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;;1. Moins de 1 an;Appart 3P;6;7,3;7,9;8,6;9;7,9;440;480;520;580;600;527;67;81;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;35;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;;2. 1 an et plus;;;;;;;;;;;;;;;457;;
B3500;2021;Agglomération de Vitré;;Appartement;;2. 1 an et plus;Appart 1P;6,1;9;11,4;11,4;12,1;9,6;191;257;320;320;339;295;31;55;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;;2. 1 an et plus;Appart 2P;6,3;6,7;8,3;9,3;10,3;8,1;319;343;360;408;454;373;46;194;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;;2. 1 an et plus;Appart 3P;5,6;6,2;7,5;8;8,6;7,2;387;425;480;530;557;477;66;154;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;;2. 1 an et plus;Appart 4P+;4,2;5,6;6,2;7,1;7,6;6,2;405;510;550;580;633;541;88;54;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;1. Avant 1946;;;5,7;6,5;7,6;8,8;10,3;7,5;313;350;390;466;522;406;54;325;454;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;1. Avant 1946;;Appart 1P;6,8;10,3;10,3;10,4;12,1;9,9;242;275;330;404;410;324;33;61;36;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;1. Avant 1946;;Appart 2P;6,7;7,4;8,3;8,9;9,7;8,1;330;343;360;404;440;371;46;144;217;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;1. Avant 1946;;Appart 3P;5,5;5,9;6,2;7,5;8,6;6,7;380;419;450;490;561;458;69;92;139;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;1. Avant 1946;;Appart 4P+;;;;;;;;;;;;;;28;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;1. Avant 1946;1. Moins de 1 an;;5,7;7,4;8,3;10,3;10,3;7,9;327;364;420;506;561;437;56;143;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;182;;
B3500;2021;Agglomération de Vitré;;Appartement;2. Entre 1946-1970;;;;;;;;;;;;;;;;39;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;2. Entre 1946-1970;;Appart 1P;;;;;;;;;;;;;;3;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;2. Entre 1946-1970;;Appart 2P;;;;;;;;;;;;;;9;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;2. Entre 1946-1970;;Appart 3P;;;;;;;;;;;;;;12;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;2. Entre 1946-1970;;Appart 4P+;;;;;;;;;;;;;;15;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;13;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;26;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;3. Entre 1971-1990;;;5,8;7,4;9,4;10,3;10,3;7,7;343;375;410;510;550;434;56;91;611;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;3. Entre 1971-1990;;Appart 1P;;;;;;;;;;;;;;19;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;3. Entre 1971-1990;;Appart 2P;;;;;;;;;;;;;;37;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;3. Entre 1971-1990;;Appart 3P;;;;;;;;;;;;;;25;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;3. Entre 1971-1990;;Appart 4P+;;;;;;;;;;;;;;10;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;27;;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;64;;
B3500;2021;Agglomération de Vitré;;Appartement;4. Entre 1991-2005;;;6,3;6,7;8;9,6;11,4;8;320;362;478;520;591;456;57;202;741;Estimation directe
B3500;2021;Agglomération de Vitré;;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;13;;Estimation directe
