libfap;ROME;fap;bassin;bassin_lib;lib_rome;defm;dee;oee_nosais;ind_t;selec_offre
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;7642;MONTPELLIER;Assistance de direction d'hôtel-restaurant;148.5;149;124;1;1
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;8401;BOURG EN BRESSE;Assistance de direction d'hôtel-restaurant;11.416666667;14;23;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;8406;GENEVOIS FRANCAIS;Assistance de direction d'hôtel-restaurant;43.416666667;43;14;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;8408;VALLEE DE L ARVE;Assistance de direction d'hôtel-restaurant;35.083333333;55;87;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;8415;VIENNE ROUSSILLON;Assistance de direction d'hôtel-restaurant;14.083333333;17;15;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;8426;SAINT ETIENNE;Assistance de direction d'hôtel-restaurant;28.75;32;1525;1;1
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;8441;VILLEURBANNE;Assistance de direction d'hôtel-restaurant;20.5;22;27;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;8457;CLERMONT FERRAND;Assistance de direction d'hôtel-restaurant;39.666666667;50;103;1;1
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;9301;ALPES DE HAUTE PROVENCE;Assistance de direction d'hôtel-restaurant;20.333333333;20;17;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;9304;NICE;Assistance de direction d'hôtel-restaurant;158.58333333;184;131;1;1
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;9326;LA CASA;Assistance de direction d'hôtel-restaurant;65.416666667;69;30;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;9329;PAYS D ARLES;Assistance de direction d'hôtel-restaurant;25.5;24;20;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;9407;AJACCIO;Assistance de direction d'hôtel-restaurant;18.833333333;26;11;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1402;S3Z90;2415;TOURS;Management d'hôtel-restaurant;61.833333333;76;32;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1402;S3Z90;5314;RENNES;Management d'hôtel-restaurant;89.666666667;106;52;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1402;S3Z90;8426;SAINT ETIENNE;Management d'hôtel-restaurant;31.416666667;47;194;1;1
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1403;S3Z90;1127;Ouest 95;Gestion de structure de loisirs ou d'hébergement touristique;8;11;18;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1403;S3Z90;1146;T4 Paris Ouest La Défense;Gestion de structure de loisirs ou d'hébergement touristique;20.333333333;20;25;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1403;S3Z90;3216;LILLE;Gestion de structure de loisirs ou d'hébergement touristique;36.833333333;32;45;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1403;S3Z90;7642;MONTPELLIER;Gestion de structure de loisirs ou d'hébergement touristique;57.583333333;42;36;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;1119;Roissy - Le Bourget;Management d'établissement de restauration collective;29.25;13;11;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;1126;Versailles Saclay;Management d'établissement de restauration collective;29.25;22;88;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;1129;T12 Grand-Orly Seine Bièvre;Management d'établissement de restauration collective;19.083333333;20;117;1;1
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;1146;T4 Paris Ouest La Défense;Management d'établissement de restauration collective;16.5;15;74;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;1147;T6 Plaine Commune;Management d'établissement de restauration collective;9.5833333333;13;42;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2415;TOURS;Management d'établissement de restauration collective;16.583333333;11;19;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2704;CHALON SUR SAONE;Management d'établissement de restauration collective;2.4166666667;3;54;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;3216;LILLE;Management d'établissement de restauration collective;17;19;11;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;3227;LENS;Management d'établissement de restauration collective;8.6666666667;8;179;1;1
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;4425;NANCY;Management d'établissement de restauration collective;15.166666667;3;17;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;5208;LE MANS;Management d'établissement de restauration collective;12.416666667;16;24;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;5218;ANGERS;Management d'établissement de restauration collective;10.5;10;33;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;5220;NANTES;Management d'établissement de restauration collective;16.5;11;53;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;5314;RENNES;Management d'établissement de restauration collective;24.5;22;42;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;7532;BORDEAUX;Management d'établissement de restauration collective;22.333333333;18;53;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;7617;TOULOUSE;Management d'établissement de restauration collective;28;30;86;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;8407;ANNECY;Management d'établissement de restauration collective;9.3333333333;11;23;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;8408;VALLEE DE L ARVE;Management d'établissement de restauration collective;6.9166666667;13;11;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;8426;SAINT ETIENNE;Management d'établissement de restauration collective;8.8333333333;10;36;1;0
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;9326;LA CASA;Management d'établissement de restauration collective;11.333333333;6;14;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1109;Nord Est 77;Assistance auprès d'adultes;204.83333333;250;121;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1115;Centre 77;Assistance auprès d'adultes;263.58333333;307;445;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1116;Est 77;Assistance auprès d'adultes;198;194;76;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1117;Marne la Vallée;Assistance auprès d'adultes;477.58333333;574;249;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1118;Porte Sud du Grand Paris;Assistance auprès d'adultes;1112.0833333;1364;625;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1124;Sud Ouest Francilien;Assistance auprès d'adultes;109;110;148;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1125;Seine-Aval;Assistance auprès d'adultes;1361.3333333;1388;468;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1126;Versailles Saclay;Assistance auprès d'adultes;821.91666667;937;1441;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1127;Ouest 95;Assistance auprès d'adultes;524.41666667;551;471;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1128;Sud 91;Assistance auprès d'adultes;156.5;204;57;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1137;T2 Vallée Sud Grand Paris;Assistance auprès d'adultes;502;526;494;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1138;T5 Boucle Nord de Seine;Assistance auprès d'adultes;903;910;632;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1139;T3 Grand Paris Seine Ouest;Assistance auprès d'adultes;271.75;282;4260;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1146;T4 Paris Ouest La Défense;Assistance auprès d'adultes;593.33333333;557;618;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1148;T8 Est Ensemble;Assistance auprès d'adultes;955.75;948;416;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1150;T11 Grand Paris Sud Est Avenir;Assistance auprès d'adultes;492.25;513;245;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1151;T10 Paris Est Marne et Bois;Assistance auprès d'adultes;504.91666667;548;958;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;1152;Est 95;Assistance auprès d'adultes;850.16666667;911;294;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2401;BOURGES;Assistance auprès d'adultes;335.16666667;300;178;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2405;CHARTRES;Assistance auprès d'adultes;345.25;347;766;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2407;CHATEAUDUN;Assistance auprès d'adultes;88.416666667;84;27;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2409;ARGENTON SUR CREUSE;Assistance auprès d'adultes;88.083333333;68;26;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2413;CHINON;Assistance auprès d'adultes;110.08333333;92;71;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2415;TOURS;Assistance auprès d'adultes;629.08333333;712;858;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2416;BLOIS;Assistance auprès d'adultes;227.75;194;290;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2417;VENDOME;Assistance auprès d'adultes;97.5;82;41;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2418;ROMORANTIN;Assistance auprès d'adultes;118;100;72;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2420;GIEN;Assistance auprès d'adultes;107.75;94;32;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2421;ORLEANS;Assistance auprès d'adultes;560.5;635;926;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2704;CHALON SUR SAONE;Assistance auprès d'adultes;241.83333333;208;180;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2705;LOUHANS;Assistance auprès d'adultes;94;85;35;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2706;LE CREUSOT;Assistance auprès d'adultes;100;88;30;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2707;MONTCEAU LES MINES;Assistance auprès d'adultes;110.83333333;93;30;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2708;AUTUN;Assistance auprès d'adultes;79.416666667;64;39;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2709;MACON;Assistance auprès d'adultes;139.41666667;118;209;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2711;AUXERRE;Assistance auprès d'adultes;189.5;221;264;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2713;AVALLON;Assistance auprès d'adultes;56.916666667;66;22;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2715;DIJON;Assistance auprès d'adultes;457.41666667;473;428;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2716;BEAUNE;Assistance auprès d'adultes;118.25;96;95;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2726;BESANCON;Assistance auprès d'adultes;304.25;340;442;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2728;PONTARLIER;Assistance auprès d'adultes;42.583333333;66;25;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2729;DOLE;Assistance auprès d'adultes;103.16666667;129;116;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2730;LONS LE SAUNIER;Assistance auprès d'adultes;139.83333333;177;89;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2733;BELFORT;Assistance auprès d'adultes;240.25;268;220;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2734;MONTBELIARD;Assistance auprès d'adultes;244.33333333;237;375;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2801;ROUEN;Assistance auprès d'adultes;827.16666667;908;1065;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2802;PAYS DE CAUX;Assistance auprès d'adultes;157.91666667;150;75;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2803;CAUX MARITIME;Assistance auprès d'adultes;297.33333333;238;106;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2817;CAEN;Assistance auprès d'adultes;688.58333333;708;653;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2818;BAYEUX;Assistance auprès d'adultes;125.41666667;145;129;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2819;FALAISE;Assistance auprès d'adultes;96.666666667;83;32;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2820;LISIEUX;Assistance auprès d'adultes;269.91666667;236;101;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2822;NORD COTENTIN;Assistance auprès d'adultes;283;332;222;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2823;SUD MANCHE;Assistance auprès d'adultes;212.75;184;188;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2824;SAINT LO COUTANCES;Assistance auprès d'adultes;272;310;264;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;2826;ALENCON;Assistance auprès d'adultes;153.25;179;60;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3201;ABBEVILLE PONTHIEU;Assistance auprès d'adultes;408.33333333;329;293;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3202;AMIENS;Assistance auprès d'adultes;720.58333333;669;384;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3204;SAINT QUENTIN;Assistance auprès d'adultes;389.91666667;394;158;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3211;COMPIEGNE;Assistance auprès d'adultes;371.25;341;222;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3212;LAON;Assistance auprès d'adultes;240.33333333;187;149;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3213;BEAUVAIS;Assistance auprès d'adultes;392.33333333;441;214;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3216;LILLE;Assistance auprès d'adultes;1173.3333333;1304;1784;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3217;VERSANT N-EST ROUB.TOURC.;Assistance auprès d'adultes;979.41666667;985;552;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3218;DUNKERQUE;Assistance auprès d'adultes;455.16666667;470;211;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3219;FLANDRE LYS;Assistance auprès d'adultes;222.41666667;248;109;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3220;DOUAI;Assistance auprès d'adultes;696.16666667;667;363;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3221;VALENCIENNES;Assistance auprès d'adultes;966.16666667;896;412;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3224;ARTOIS TERNOIS;Assistance auprès d'adultes;411.66666667;458;448;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3225;BASSIN MINIER OUEST;Assistance auprès d'adultes;730.25;746;324;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3227;LENS;Assistance auprès d'adultes;727;768;299;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;3230;MONTREUIL;Assistance auprès d'adultes;207.75;221;104;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4402;TROYES;Assistance auprès d'adultes;551.66666667;508;291;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4404;REIMS;Assistance auprès d'adultes;503.58333333;484;498;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4411;VITRY LE FRANCOIS;Assistance auprès d'adultes;128;118;59;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4412;CHARLEVILLE;Assistance auprès d'adultes;298.58333333;227;265;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4415;RETHEL;Assistance auprès d'adultes;98.583333333;128;38;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4416;CHALONS;Assistance auprès d'adultes;184.08333333;207;119;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4418;CHAUMONT;Assistance auprès d'adultes;107;119;90;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4421;SEZANNE;Assistance auprès d'adultes;76.916666667;76;24;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4422;LONGWY;Assistance auprès d'adultes;88.25;132;176;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4423;BRIEY;Assistance auprès d'adultes;122.08333333;95;54;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4425;NANCY;Assistance auprès d'adultes;540.16666667;536;1130;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4426;PONT A MOUSSON;Assistance auprès d'adultes;65.583333333;72;23;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4427;LUNEVILLE;Assistance auprès d'adultes;142.58333333;122;60;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4428;MEUSE DU NORD;Assistance auprès d'adultes;113;147;92;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4429;MEUSE DU SUD;Assistance auprès d'adultes;177.83333333;172;72;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4431;METZ;Assistance auprès d'adultes;461.66666667;500;926;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4432;BASSIN HOUILLER;Assistance auprès d'adultes;454.75;428;210;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4433;SARREBOURG;Assistance auprès d'adultes;129.16666667;120;48;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4434;EPINAL;Assistance auprès d'adultes;181.66666667;180;99;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4437;VOSGES DE L OUEST;Assistance auprès d'adultes;70.25;67;21;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4438;WISSEMBOURG;Assistance auprès d'adultes;72.666666667;60;63;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4439;HAGUENAU;Assistance auprès d'adultes;114.66666667;106;233;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4440;SARRE-UNION SAVERNE;Assistance auprès d'adultes;105.5;92;190;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4441;STRASBOURG;Assistance auprès d'adultes;707.58333333;738;1186;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4442;MOLSHEIM;Assistance auprès d'adultes;76.5;59;52;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4446;COLMAR-NEUF BRISACH;Assistance auprès d'adultes;148.33333333;169;287;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4447;GUEBWILLER;Assistance auprès d'adultes;69.75;71;37;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;4449;MULHOUSE;Assistance auprès d'adultes;403.25;509;474;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5205;CHOLET;Assistance auprès d'adultes;139.91666667;103;102;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5206;SAUMUR;Assistance auprès d'adultes;170.5;160;129;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5208;LE MANS;Assistance auprès d'adultes;706.25;744;1008;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5209;MAMERS;Assistance auprès d'adultes;100.33333333;79;60;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5210;LA FERTE BERNARD;Assistance auprès d'adultes;97.666666667;75;50;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5211;SABLE SUR SARTHE;Assistance auprès d'adultes;77.583333333;71;25;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5212;LA FLECHE;Assistance auprès d'adultes;166.33333333;121;130;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5213;LES HERBIERS;Assistance auprès d'adultes;138.41666667;135;81;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5214;LA ROCHE SUR YON;Assistance auprès d'adultes;286.58333333;258;381;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5216;LES SABLES D OLONNES;Assistance auprès d'adultes;229.41666667;191;134;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5217;CHALLANS;Assistance auprès d'adultes;149.5;126;79;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5218;ANGERS;Assistance auprès d'adultes;501.33333333;475;361;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5220;NANTES;Assistance auprès d'adultes;790.5;777;1287;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5221;ANCENIS;Assistance auprès d'adultes;62.333333333;52;41;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5222;LA BAULE;Assistance auprès d'adultes;93.5;71;162;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5225;SAINT NAZAIRE;Assistance auprès d'adultes;237.75;209;193;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5226;CHATEAU GONTIER;Assistance auprès d'adultes;49;50;17;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5227;LAVAL;Assistance auprès d'adultes;139.58333333;168;115;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5229;BEAUPREAU;Assistance auprès d'adultes;100.66666667;114;85;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5230;BLAIN;Assistance auprès d'adultes;30.833333333;27;21;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5301;BREST;Assistance auprès d'adultes;363.5;351;412;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5308;SAINT BRIEUC;Assistance auprès d'adultes;287.58333333;265;171;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5309;AURAY;Assistance auprès d'adultes;154.08333333;153;56;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5310;VANNES;Assistance auprès d'adultes;345.83333333;276;759;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5313;REDON;Assistance auprès d'adultes;103.66666667;86;46;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5314;RENNES;Assistance auprès d'adultes;695.25;735;1220;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5315;SAINT MALO;Assistance auprès d'adultes;217.83333333;183;155;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5316;FOUGERES;Assistance auprès d'adultes;107.16666667;126;62;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5317;VITRE;Assistance auprès d'adultes;74;65;28;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5318;LORIENT;Assistance auprès d'adultes;462.08333333;396;325;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5319;QUIMPERLE;Assistance auprès d'adultes;111.5;74;61;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5322;QUIMPER;Assistance auprès d'adultes;144.41666667;137;141;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5324;CONCARNEAU;Assistance auprès d'adultes;74.833333333;59;50;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5325;PONT L'ABBE;Assistance auprès d'adultes;77.75;56;21;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;5327;LANDERNEAU;Assistance auprès d'adultes;82.5;67;30;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7502;ROCHEFORT;Assistance auprès d'adultes;164.08333333;109;41;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7504;LA ROCHELLE;Assistance auprès d'adultes;348.08333333;348;1043;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7508;MARENNES-OLÉRON;Assistance auprès d'adultes;52.5;27;11;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7509;NIORT;Assistance auprès d'adultes;250.66666667;256;162;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7511;BRESSUIRE;Assistance auprès d'adultes;94.083333333;91;122;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7513;POITIERS;Assistance auprès d'adultes;414.91666667;491;840;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7518;COGNAC;Assistance auprès d'adultes;182.83333333;153;65;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7524;PERIGUEUX NORD EST DORDOGNE;Assistance auprès d'adultes;330.66666667;310;120;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7525;EST DORDOGNE;Assistance auprès d'adultes;123.83333333;104;37;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7527;LANGON;Assistance auprès d'adultes;213;211;98;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7529;ARCACHON;Assistance auprès d'adultes;278.08333333;241;277;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7531;LIBOURNE;Assistance auprès d'adultes;305.5;281;111;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7532;BORDEAUX;Assistance auprès d'adultes;1280.25;1305;4097;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7533;DAX;Assistance auprès d'adultes;376.25;315;135;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7535;AGEN;Assistance auprès d'adultes;237.25;232;238;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7536;MARMANDE;Assistance auprès d'adultes;161.41666667;161;54;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7538;BEARN;Assistance auprès d'adultes;645.58333333;586;665;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7539;PAYS BASQUE;Assistance auprès d'adultes;499.5;381;548;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7540;BRIVE;Assistance auprès d'adultes;224.75;190;71;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7541;TULLE;Assistance auprès d'adultes;168;153;96;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7543;GUERET;Assistance auprès d'adultes;141.91666667;125;91;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7544;AUBUSSON;Assistance auprès d'adultes;53.833333333;39;14;1;0
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7545;LIMOGES;Assistance auprès d'adultes;472.33333333;467;447;1;1
T2A60 : Aides à domicile et aides ménagères;K1302;T2A60;7548;SAINT YRIEIX;Assistance auprès d'adultes;77.666666667;70;46;1;0
