libfap;ROME;fap;bassin;bassin_lib;lib_rome;defm;dee;oee_nosais;ind_t;selec_offre
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1605;G0A40;9307;AUBAGNE LA CIOTAT;Mécanique de marine;19.666666667;26;15;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1605;G0A40;9308;ETANG DE BERRE;Mécanique de marine;27.583333333;33;13;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1605;G0A40;9331;EST VAR;Mécanique de marine;31;44;24;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1605;G0A40;9408;PORTO VECCHIO SARTENE PROPRIANO;Mécanique de marine;8.0833333333;17;13;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;0404;REUNION NORD;Conduite de véhicules sanitaires;55.75;41;20;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;1108;Sud 77;Conduite de véhicules sanitaires;32.333333333;38;18;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;1117;Marne la Vallée;Conduite de véhicules sanitaires;58.5;70;24;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;1119;Roissy - Le Bourget;Conduite de véhicules sanitaires;201.83333333;189;83;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;1125;Seine-Aval;Conduite de véhicules sanitaires;83.25;90;50;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;1127;Ouest 95;Conduite de véhicules sanitaires;30.666666667;37;12;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;1129;T12 Grand-Orly Seine Bièvre;Conduite de véhicules sanitaires;137.58333333;169;66;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;1137;T2 Vallée Sud Grand Paris;Conduite de véhicules sanitaires;41.75;42;20;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;1138;T5 Boucle Nord de Seine;Conduite de véhicules sanitaires;99.583333333;88;42;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;1139;T3 Grand Paris Seine Ouest;Conduite de véhicules sanitaires;17.833333333;25;13;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;1146;T4 Paris Ouest La Défense;Conduite de véhicules sanitaires;54.333333333;60;25;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;1153;T25;Conduite de véhicules sanitaires;12.5;13;22;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;2401;BOURGES;Conduite de véhicules sanitaires;16.25;29;13;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;2405;CHARTRES;Conduite de véhicules sanitaires;17.583333333;24;12;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;2408;NOGENT LE ROTROU;Conduite de véhicules sanitaires;8.4166666667;11;38;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;2416;BLOIS;Conduite de véhicules sanitaires;33;43;23;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;2421;ORLEANS;Conduite de véhicules sanitaires;46.583333333;57;26;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;2728;PONTARLIER;Conduite de véhicules sanitaires;2.8333333333;3;16;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;2730;LONS LE SAUNIER;Conduite de véhicules sanitaires;13.416666667;27;13;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;2802;PAYS DE CAUX;Conduite de véhicules sanitaires;10.916666667;9;14;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;2803;CAUX MARITIME;Conduite de véhicules sanitaires;15.666666667;25;15;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;2817;CAEN;Conduite de véhicules sanitaires;43.75;56;37;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;2822;NORD COTENTIN;Conduite de véhicules sanitaires;14.25;22;16;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;2823;SUD MANCHE;Conduite de véhicules sanitaires;25.333333333;36;20;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;2824;SAINT LO COUTANCES;Conduite de véhicules sanitaires;36;40;14;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;3201;ABBEVILLE PONTHIEU;Conduite de véhicules sanitaires;33.166666667;41;12;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;3210;SANTERRE OISE SUD-OISE;Conduite de véhicules sanitaires;37;46;20;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;3211;COMPIEGNE;Conduite de véhicules sanitaires;20.583333333;20;22;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;3217;VERSANT N-EST ROUB.TOURC.;Conduite de véhicules sanitaires;78.333333333;72;26;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;3224;ARTOIS TERNOIS;Conduite de véhicules sanitaires;39.083333333;40;28;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;3225;BASSIN MINIER OUEST;Conduite de véhicules sanitaires;46.333333333;45;17;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;4407;ROMILLY SUR SEINE;Conduite de véhicules sanitaires;15.5;16;11;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;4425;NANCY;Conduite de véhicules sanitaires;57.5;83;29;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;4430;BASSIN SIDERURGIQUE;Conduite de véhicules sanitaires;34.25;41;39;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;4431;METZ;Conduite de véhicules sanitaires;57.083333333;58;38;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;4432;BASSIN HOUILLER;Conduite de véhicules sanitaires;68.166666667;63;71;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;4434;EPINAL;Conduite de véhicules sanitaires;31.583333333;31;20;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;4435;SAINT DIE;Conduite de véhicules sanitaires;27.333333333;23;12;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;4436;REMIREMONT;Conduite de véhicules sanitaires;12.416666667;9;11;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;4441;STRASBOURG;Conduite de véhicules sanitaires;94.583333333;110;32;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;4444;SELESTAT;Conduite de véhicules sanitaires;14.25;4;18;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;4449;MULHOUSE;Conduite de véhicules sanitaires;46.416666667;58;51;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;5212;LA FLECHE;Conduite de véhicules sanitaires;14.333333333;19;15;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;5213;LES HERBIERS;Conduite de véhicules sanitaires;13.833333333;23;13;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;5217;CHALLANS;Conduite de véhicules sanitaires;14.666666667;17;14;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;5220;NANTES;Conduite de véhicules sanitaires;58.583333333;93;47;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;5223;CLISSON;Conduite de véhicules sanitaires;7.9166666667;11;134;1;1
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;5225;SAINT NAZAIRE;Conduite de véhicules sanitaires;23.75;16;20;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;5306;LANNION;Conduite de véhicules sanitaires;14.583333333;18;41;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;5309;AURAY;Conduite de véhicules sanitaires;17.5;20;24;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;5314;RENNES;Conduite de véhicules sanitaires;92;98;44;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;5315;SAINT MALO;Conduite de véhicules sanitaires;21.583333333;24;18;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7508;MARENNES-OLÉRON;Conduite de véhicules sanitaires;8;14;12;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7511;BRESSUIRE;Conduite de véhicules sanitaires;15.25;18;21;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7513;POITIERS;Conduite de véhicules sanitaires;28.5;41;65;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7515;MONTMORILLON;Conduite de véhicules sanitaires;12.333333333;13;18;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7526;BERGERAC;Conduite de véhicules sanitaires;14.083333333;18;14;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7528;LESPARRE-MEDOC;Conduite de véhicules sanitaires;22.916666667;28;27;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7529;ARCACHON;Conduite de véhicules sanitaires;21.333333333;43;38;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7532;BORDEAUX;Conduite de véhicules sanitaires;119.58333333;136;263;1;1
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7536;MARMANDE;Conduite de véhicules sanitaires;18.583333333;22;38;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7538;BEARN;Conduite de véhicules sanitaires;63.333333333;86;200;1;1
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7541;TULLE;Conduite de véhicules sanitaires;8.5833333333;10;31;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7543;GUERET;Conduite de véhicules sanitaires;13.75;15;16;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7545;LIMOGES;Conduite de véhicules sanitaires;30.166666667;44;19;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7620;AUCH;Conduite de véhicules sanitaires;11.416666667;24;17;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7629;SOUILLAC;Conduite de véhicules sanitaires;10.333333333;7;15;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7634;BAGNOLS SUR CEZE;Conduite de véhicules sanitaires;20.166666667;29;13;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7636;ALES LA GRAND COMBE;Conduite de véhicules sanitaires;71.583333333;78;28;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;7642;MONTPELLIER;Conduite de véhicules sanitaires;129.58333333;151;50;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8401;BOURG EN BRESSE;Conduite de véhicules sanitaires;21.25;25;42;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8403;AMBERIEU;Conduite de véhicules sanitaires;17.75;20;33;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8404;BELLEY;Conduite de véhicules sanitaires;6.1666666667;7;11;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8405;CHABLAIS;Conduite de véhicules sanitaires;17.5;18;19;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8407;ANNECY;Conduite de véhicules sanitaires;19.75;28;27;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8408;VALLEE DE L ARVE;Conduite de véhicules sanitaires;21.333333333;32;78;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8411;CHAMBERY;Conduite de véhicules sanitaires;18.75;27;12;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8412;GRENOBLE;Conduite de véhicules sanitaires;58.083333333;73;47;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8414;ISERE NORD EST;Conduite de véhicules sanitaires;35.333333333;54;45;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8432;DROME ARDECHE CENTRE;Conduite de véhicules sanitaires;21.666666667;24;19;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8438;PAYS DE GEX;Conduite de véhicules sanitaires;7.3333333333;6;13;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8441;VILLEURBANNE;Conduite de véhicules sanitaires;21.083333333;32;30;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8443;TASSIN;Conduite de véhicules sanitaires;14.083333333;14;50;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8444;VILLEFRANCHE;Conduite de véhicules sanitaires;14.25;16;14;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8446;RILLIEUX;Conduite de véhicules sanitaires;16;28;21;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;8450;AURILLAC;Conduite de véhicules sanitaires;7.3333333333;6;12;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;9305;CANNES;Conduite de véhicules sanitaires;40.583333333;41;15;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;9308;ETANG DE BERRE;Conduite de véhicules sanitaires;67.416666667;74;32;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;9314;NORD VAUCLUSE;Conduite de véhicules sanitaires;34.833333333;40;16;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;9316;SUD VAUCLUSE;Conduite de véhicules sanitaires;41.083333333;41;22;1;0
J3Z40 : Conducteurs de véhicules légers;J1305;J3Z40;9329;PAYS D ARLES;Conduite de véhicules sanitaires;33.583333333;40;27;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;1118;Porte Sud du Grand Paris;Conduite de transport de particuliers;310.25;269;100;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;1127;Ouest 95;Conduite de transport de particuliers;123.91666667;96;89;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;1137;T2 Vallée Sud Grand Paris;Conduite de transport de particuliers;190.66666667;150;119;1;1
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;1139;T3 Grand Paris Seine Ouest;Conduite de transport de particuliers;133.33333333;123;38;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;1146;T4 Paris Ouest La Défense;Conduite de transport de particuliers;352.25;218;127;1;1
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;2401;BOURGES;Conduite de transport de particuliers;20.833333333;14;16;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;2405;CHARTRES;Conduite de transport de particuliers;29.833333333;28;11;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;2416;BLOIS;Conduite de transport de particuliers;22.166666667;14;16;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;2715;DIJON;Conduite de transport de particuliers;47.333333333;35;17;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;2729;DOLE;Conduite de transport de particuliers;9.0833333333;8;19;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;2812;VERNON;Conduite de transport de particuliers;26.25;27;14;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;2813;BERNAY;Conduite de transport de particuliers;10;10;16;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;2820;LISIEUX;Conduite de transport de particuliers;18.416666667;16;12;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;2824;SAINT LO COUTANCES;Conduite de transport de particuliers;14.75;18;15;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;3210;SANTERRE OISE SUD-OISE;Conduite de transport de particuliers;117;90;60;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;3220;DOUAI;Conduite de transport de particuliers;62.333333333;29;131;1;1
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;3221;VALENCIENNES;Conduite de transport de particuliers;68.083333333;35;21;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;3224;ARTOIS TERNOIS;Conduite de transport de particuliers;43.25;16;22;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;3225;BASSIN MINIER OUEST;Conduite de transport de particuliers;29;16;20;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;3227;LENS;Conduite de transport de particuliers;90.333333333;49;59;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;3230;MONTREUIL;Conduite de transport de particuliers;41.083333333;29;38;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;4404;REIMS;Conduite de transport de particuliers;37.916666667;34;50;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;4417;EPERNAY;Conduite de transport de particuliers;7.3333333333;5;104;1;1
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;4423;BRIEY;Conduite de transport de particuliers;6.3333333333;6;12;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;4425;NANCY;Conduite de transport de particuliers;70.166666667;47;39;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;4431;METZ;Conduite de transport de particuliers;39;42;29;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;4432;BASSIN HOUILLER;Conduite de transport de particuliers;33.5;38;38;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;4449;MULHOUSE;Conduite de transport de particuliers;36.416666667;29;14;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;4451;SAINT-LOUIS;Conduite de transport de particuliers;8;9;12;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;5214;LA ROCHE SUR YON;Conduite de transport de particuliers;34.583333333;28;32;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;5220;NANTES;Conduite de transport de particuliers;157.33333333;109;378;1;1
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;5223;CLISSON;Conduite de transport de particuliers;17;11;40;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;5225;SAINT NAZAIRE;Conduite de transport de particuliers;30.416666667;17;16;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;5306;LANNION;Conduite de transport de particuliers;14.166666667;8;16;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;5308;SAINT BRIEUC;Conduite de transport de particuliers;28.416666667;22;77;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;5310;VANNES;Conduite de transport de particuliers;30.583333333;24;48;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;5314;RENNES;Conduite de transport de particuliers;76.333333333;60;36;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;5327;LANDERNEAU;Conduite de transport de particuliers;14.75;12;12;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;7513;POITIERS;Conduite de transport de particuliers;31;17;19;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;7529;ARCACHON;Conduite de transport de particuliers;26.75;19;43;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;7532;BORDEAUX;Conduite de transport de particuliers;265.5;251;161;1;1
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;7536;MARMANDE;Conduite de transport de particuliers;5.5833333333;5;12;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;7538;BEARN;Conduite de transport de particuliers;38.416666667;23;30;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;7543;GUERET;Conduite de transport de particuliers;9.1666666667;9;34;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;7617;TOULOUSE;Conduite de transport de particuliers;226.33333333;182;220;1;1
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;7625;LANNEMEZAN;Conduite de transport de particuliers;4.1666666667;6;16;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;7632;LIMOUX;Conduite de transport de particuliers;9.8333333333;6;23;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;7641;SETE;Conduite de transport de particuliers;21.833333333;22;17;1;0
J3Z40 : Conducteurs de véhicules légers;N4102;J3Z40;7642;MONTPELLIER;Conduite de transport de particuliers;109.41666667;95;38;1;0
